datetime,tempmax,tempmin,temp,precip
"Thursday, September 8, 2016",32.7,27,29.2,0.63
"Friday, September 9, 2016",33.1,27,30,0
"Saturday, September 10, 2016",32.3,27.8,29.6,11.83
"Sunday, September 11, 2016",32,27,28.8,1.05
"Monday, September 12, 2016",31.8,26,27.9,14.95
"Tuesday, September 13, 2016",27.7,25.9,26.4,23.43
"Wednesday, September 14, 2016",32,26,28.4,2.51
"Thursday, September 15, 2016",33.1,27,29.5,0.19
"Friday, September 16, 2016",34,27,29.7,0
"Saturday, September 17, 2016",34.1,27.6,29.7,14.7
"Sunday, September 18, 2016",32.3,27.4,29.1,3.2
"Monday, September 19, 2016",28.6,27,27.5,5.94
"Tuesday, September 20, 2016",29.1,26,27.2,2.1
"Wednesday, September 21, 2016",31,26.6,28.4,3.85
"Thursday, September 22, 2016",33,26.8,28.5,1.29
"Friday, September 23, 2016",34,26.3,29.2,2.83
"Saturday, September 24, 2016",32,27,28.1,32.73
"Sunday, September 25, 2016",32.2,26.8,28.7,1.76
"Monday, September 26, 2016",31,26,27.9,24.69
"Tuesday, September 27, 2016",33.1,26.4,29.8,0
"Wednesday, September 28, 2016",30,27,28.3,5.15
"Thursday, September 29, 2016",33.9,26.9,29.8,0.19
"Friday, September 30, 2016",34,26.4,30.3,1.72
"Saturday, October 1, 2016",32.5,26,29.2,0.32
"Sunday, October 2, 2016",32,27.3,29.5,0.51
"Monday, October 3, 2016",33.1,27,29.7,0
"Tuesday, October 4, 2016",35,27.7,30.9,2.37
"Wednesday, October 5, 2016",31.1,26.9,28.9,1.45
"Thursday, October 6, 2016",30.1,27,28.6,3.87
"Friday, October 7, 2016",31,27,28.6,4.24
"Saturday, October 8, 2016",31,26.8,28.6,6.68
"Sunday, October 9, 2016",31,26.6,28.3,3.95
"Monday, October 10, 2016",32.4,26.9,28.7,1.39
"Tuesday, October 11, 2016",29,25,26.9,8.04
"Wednesday, October 12, 2016",31,24,27.1,1.92
"Thursday, October 13, 2016",32.2,25.4,28.3,4.55
"Friday, October 14, 2016",31.4,25.4,28.3,2.55
"Saturday, October 15, 2016",32.6,24.9,28.8,0
"Sunday, October 16, 2016",33.2,25,29.3,0
"Monday, October 17, 2016",34,25.7,29.6,0
"Tuesday, October 18, 2016",34.1,26,29.7,0
"Wednesday, October 19, 2016",35,26.7,30.4,0
"Thursday, October 20, 2016",34.8,25.7,29.7,0
"Friday, October 21, 2016",33.1,25.8,29.2,0
"Saturday, October 22, 2016",32.1,25.8,28.7,0
"Sunday, October 23, 2016",32.4,25.4,28.8,0
"Monday, October 24, 2016",32,24.2,28.5,0
"Tuesday, October 25, 2016",34,24.1,28.9,0
"Wednesday, October 26, 2016",31.2,24.8,28.2,0.01
"Thursday, October 27, 2016",29,24.6,26.4,30.87
"Friday, October 28, 2016",29,24,26.3,27.49
"Saturday, October 29, 2016",30.1,25,27.5,16.75
"Sunday, October 30, 2016",32,24.4,27.7,1.13
"Monday, October 31, 2016",32,25.2,28.3,0
"Tuesday, November 1, 2016",33,26,29,0
"Wednesday, November 2, 2016",33.4,26.1,29.4,0
"Thursday, November 3, 2016",33.1,26.4,29.1,0.38
"Friday, November 4, 2016",28.2,24,25.9,2.18
"Saturday, November 5, 2016",25,22.9,24,23.24
"Sunday, November 6, 2016",26,20,23,16.4
"Monday, November 7, 2016",28,22,24.3,0.89
"Tuesday, November 8, 2016",29,21.4,25.2,0
"Wednesday, November 9, 2016",30,21.8,25.7,0
"Thursday, November 10, 2016",29.7,21.1,25.4,0
"Friday, November 11, 2016",29,20.2,25,0
"Saturday, November 12, 2016",29,20.4,25.2,0
"Sunday, November 13, 2016",29,21.1,25.3,0
"Monday, November 14, 2016",30,21.8,25.6,0
"Tuesday, November 15, 2016",29,20,24.8,0
"Wednesday, November 16, 2016",30,20.3,25.2,0
"Thursday, November 17, 2016",29.1,20.6,24.9,0
"Friday, November 18, 2016",29.1,19.5,24.4,0
"Saturday, November 19, 2016",29,19.3,24.5,0
"Sunday, November 20, 2016",28.1,19.7,24,0
"Monday, November 21, 2016",28,19.5,23.8,0
"Tuesday, November 22, 2016",28.1,19.8,23.5,0
"Wednesday, November 23, 2016",28.1,19,23.3,0
"Thursday, November 24, 2016",28.1,19.8,23.8,0
"Friday, November 25, 2016",28,18.8,23.4,0
"Saturday, November 26, 2016",28,19.7,24,0
"Sunday, November 27, 2016",28,19.5,24.1,0
"Monday, November 28, 2016",28.1,19.2,24,0
"Tuesday, November 29, 2016",28,20,24,0
"Wednesday, November 30, 2016",28.1,20,24,0
"Thursday, December 1, 2016",28.3,20.4,24.2,0
"Friday, December 2, 2016",28.2,19.7,24.2,0
"Saturday, December 3, 2016",29.1,19.8,24.3,0
"Sunday, December 4, 2016",29.1,20.7,24.2,0
"Monday, December 5, 2016",28,18,22.8,0
"Tuesday, December 6, 2016",28,18,22.8,0
"Wednesday, December 7, 2016",29,17.7,23.2,0
"Thursday, December 8, 2016",29,16.9,23.4,0
"Friday, December 9, 2016",29,17.9,22.6,0
"Saturday, December 10, 2016",27,16.7,21.3,0
"Sunday, December 11, 2016",28,16,21.6,0
"Monday, December 12, 2016",28,16.9,21.5,0
"Tuesday, December 13, 2016",27,16,21.1,0
"Wednesday, December 14, 2016",25.9,15.9,20.2,0
"Thursday, December 15, 2016",26,16,20.1,0
"Friday, December 16, 2016",25.5,16.8,20.3,0
"Saturday, December 17, 2016",27,16.7,21.3,0
"Sunday, December 18, 2016",27,16.9,21.8,0
"Monday, December 19, 2016",27,17,21.7,0
"Tuesday, December 20, 2016",26,17,21.3,0
"Wednesday, December 21, 2016",26,17,21.3,0
"Thursday, December 22, 2016",27,16.9,21.2,0
"Friday, December 23, 2016",27,18,22.5,0
"Saturday, December 24, 2016",27.1,18.7,22.3,0
"Sunday, December 25, 2016",27.1,19.3,23,0
"Monday, December 26, 2016",27.1,19.8,23,0
"Tuesday, December 27, 2016",27,18,21.9,0
"Wednesday, December 28, 2016",24.9,16,20.5,0
"Thursday, December 29, 2016",26,16.6,20.7,0
"Friday, December 30, 2016",26.1,17.6,20.9,0
"Saturday, December 31, 2016",25,16,20.1,0
"Sunday, January 1, 2017",26,16,20.5,0
"Monday, January 2, 2017",27,16,20.9,0
"Tuesday, January 3, 2017",27,16.8,21.4,0
"Wednesday, January 4, 2017",26.1,16,20.8,0
"Thursday, January 5, 2017",24,15.8,19.6,0
"Friday, January 6, 2017",24,15.7,19.1,0
"Saturday, January 7, 2017",25,14,18.9,0
"Sunday, January 8, 2017",27,15.7,20.3,0
"Monday, January 9, 2017",26.4,15.8,20.5,0
"Tuesday, January 10, 2017",26,15.8,20.1,0
"Wednesday, January 11, 2017",25,14.8,19.7,0
"Thursday, January 12, 2017",26,15.8,19.9,0
"Friday, January 13, 2017",26,13.8,18.1,0
"Saturday, January 14, 2017",24,12,17.4,0
"Sunday, January 15, 2017",25,11.9,18.1,0
"Monday, January 16, 2017",24.1,14,18.7,0
"Tuesday, January 17, 2017",26,13,18.7,0
"Wednesday, January 18, 2017",26,13.8,19.5,0
"Thursday, January 19, 2017",27,13.9,19.9,0
"Friday, January 20, 2017",26,15,20.2,0
"Saturday, January 21, 2017",26,14.6,19.8,0
"Sunday, January 22, 2017",28,15.1,20.9,0
"Monday, January 23, 2017",26.9,16,21.1,0
"Tuesday, January 24, 2017",27,15.7,21.1,0
"Wednesday, January 25, 2017",28.1,16.8,22.1,0
"Thursday, January 26, 2017",30,16.7,22.9,0
"Friday, January 27, 2017",26.7,17,22.2,0
"Saturday, January 28, 2017",26.8,17.8,22,0
"Sunday, January 29, 2017",26,15.9,21.1,0
"Monday, January 30, 2017",26,16,20.8,0
"Tuesday, January 31, 2017",26,16.5,20.5,0
"Wednesday, February 1, 2017",27,15.7,20.9,0
"Thursday, February 2, 2017",27.1,16,21,0
"Friday, February 3, 2017",26,15.7,19.9,0
"Saturday, February 4, 2017",28.1,16.8,21.6,0
"Sunday, February 5, 2017",31.6,16.3,23.3,0
"Monday, February 6, 2017",30.1,18,23.8,0
"Tuesday, February 7, 2017",29,19,23.3,0
"Wednesday, February 8, 2017",29,18,22.9,0
"Thursday, February 9, 2017",30,16.7,22.3,0
"Friday, February 10, 2017",29,16.7,22.2,0
"Saturday, February 11, 2017",28.1,17.8,22.8,0
"Sunday, February 12, 2017",29,18.1,23.7,0
"Monday, February 13, 2017",29,19.7,23.9,0
"Tuesday, February 14, 2017",30,18.5,24.1,0
"Wednesday, February 15, 2017",30,18.8,23.9,0
"Thursday, February 16, 2017",30,18.8,23.8,0
"Friday, February 17, 2017",30,18,23.5,0
"Saturday, February 18, 2017",30,18.8,24.2,0
"Sunday, February 19, 2017",29.1,20.7,24.5,0
"Monday, February 20, 2017",28,20.9,24.4,0
"Tuesday, February 21, 2017",31,21,26.4,0
"Wednesday, February 22, 2017",29.2,23,26.2,0
"Thursday, February 23, 2017",29,23,25.5,3.05
"Friday, February 24, 2017",30,19.3,24.1,0
"Saturday, February 25, 2017",30,17.9,24.1,0
"Sunday, February 26, 2017",30,16.7,23.5,0
"Monday, February 27, 2017",31,18.6,24.4,0
"Tuesday, February 28, 2017",29.2,19,24.2,0
"Wednesday, March 1, 2017",31,20,24.9,0
"Thursday, March 2, 2017",32.1,20,25.6,0
"Friday, March 3, 2017",33,21.5,26.7,0
"Saturday, March 4, 2017",30.1,22.8,26.2,0
"Sunday, March 5, 2017",30.1,22.9,25.7,1.78
"Monday, March 6, 2017",29.7,21.3,24.3,15.69
"Tuesday, March 7, 2017",30.6,21,25.4,0
"Wednesday, March 8, 2017",29.8,21.1,24.5,7.81
"Thursday, March 9, 2017",26.3,19,23.4,0
"Friday, March 10, 2017",31,21.8,25.1,8.43
"Saturday, March 11, 2017",26.6,20,22.4,59.74
"Sunday, March 12, 2017",30,21.6,24.8,2.99
"Monday, March 13, 2017",30,19.7,24.3,0
"Tuesday, March 14, 2017",30,19.6,24.3,0
"Wednesday, March 15, 2017",31,18.4,24.5,0
"Thursday, March 16, 2017",30.5,17.8,24,0
"Friday, March 17, 2017",32,18.1,25.4,0
"Saturday, March 18, 2017",29,21,24.1,1.18
"Sunday, March 19, 2017",30,18.1,24.1,8.02
"Monday, March 20, 2017",24,18,21.2,12.53
"Tuesday, March 21, 2017",28.2,18,22.6,0.02
"Wednesday, March 22, 2017",30,19,24.6,0
"Thursday, March 23, 2017",30.4,21,25.9,0
"Friday, March 24, 2017",31.1,23,27.3,0
"Saturday, March 25, 2017",27.3,20,24.5,12.42
"Sunday, March 26, 2017",31,19,24.8,0
"Monday, March 27, 2017",32,23,27,0
"Tuesday, March 28, 2017",29.8,24,26.8,0
"Wednesday, March 29, 2017",29.1,23,26.1,22.88
"Thursday, March 30, 2017",32.1,26,28.6,0
"Friday, March 31, 2017",34,26,29.3,0.06
"Saturday, April 1, 2017",34,26,29.2,3.07
"Sunday, April 2, 2017",33,26,28.9,0
"Monday, April 3, 2017",33.1,25.9,28.7,0
"Tuesday, April 4, 2017",32,22.2,26.4,7
"Wednesday, April 5, 2017",29,22,25.1,36.67
"Thursday, April 6, 2017",29.9,20,24.9,2.42
"Friday, April 7, 2017",33.4,24,29,0.11
"Saturday, April 8, 2017",34,26.1,29.6,0
"Sunday, April 9, 2017",34,26,29.6,0
"Monday, April 10, 2017",35.1,26.8,30,0
"Tuesday, April 11, 2017",35.2,26.9,30.4,0
"Wednesday, April 12, 2017",35,26,29.9,0
"Thursday, April 13, 2017",36,25,30,0
"Friday, April 14, 2017",35.6,24.1,30.2,0
"Saturday, April 15, 2017",34.2,25.9,29.3,0
"Sunday, April 16, 2017",31,23,26.4,3.22
"Monday, April 17, 2017",34.4,23.5,28.7,0
"Tuesday, April 18, 2017",34,24.9,29.5,0
"Wednesday, April 19, 2017",34,23,28.3,48.29
"Thursday, April 20, 2017",29.1,22.6,25.4,7.23
"Friday, April 21, 2017",27,24,25.4,6.27
"Saturday, April 22, 2017",24.5,21,22.9,76.11
"Sunday, April 23, 2017",28.4,20.9,23.9,3.89
"Monday, April 24, 2017",24.1,21,23.1,53.38
"Tuesday, April 25, 2017",33.7,23,27.5,7.51
"Wednesday, April 26, 2017",34.1,23.2,28.8,20.22
"Thursday, April 27, 2017",34.1,26.1,30,0
"Friday, April 28, 2017",34,26,29.9,0
"Saturday, April 29, 2017",33.7,23,28.2,9.6
"Sunday, April 30, 2017",33.1,23,28.1,1.96
"Monday, May 1, 2017",33,22,26.9,11.72
"Tuesday, May 2, 2017",32.1,21.6,27,50.06
"Wednesday, May 3, 2017",34.7,26,29.7,0
"Thursday, May 4, 2017",34,26,29.4,0
"Friday, May 5, 2017",34.6,27,30.3,0
"Saturday, May 6, 2017",33.3,26,30.1,0
"Sunday, May 7, 2017",34,24,29.4,0
"Monday, May 8, 2017",34.4,27.6,30.9,0
"Tuesday, May 9, 2017",31,25,27.5,1.87
"Wednesday, May 10, 2017",34,23.9,28.2,0.06
"Thursday, May 11, 2017",35,27,30.2,0
"Friday, May 12, 2017",33.9,26.7,29.8,0.01
"Saturday, May 13, 2017",33.6,27,29.9,0.01
"Sunday, May 14, 2017",32.2,25.6,28.9,26.91
"Monday, May 15, 2017",31.8,24,28.1,37.21
"Tuesday, May 16, 2017",30.1,22,25.6,90.13
"Wednesday, May 17, 2017",32,25,28.2,8.66
"Thursday, May 18, 2017",33.8,24,29.2,13.25
"Friday, May 19, 2017",35.1,28,30,0
"Saturday, May 20, 2017",35.7,27,31.2,0
"Sunday, May 21, 2017",35.6,27,31.2,0
"Monday, May 22, 2017",36.1,28,32.1,0
"Tuesday, May 23, 2017",36.3,28,32,0
"Wednesday, May 24, 2017",36,29.7,32.3,0
"Thursday, May 25, 2017",35.1,29,32.1,0
"Friday, May 26, 2017",34.1,26.7,30.8,1.06
"Saturday, May 27, 2017",34.1,26,29.7,2.18
"Sunday, May 28, 2017",34.4,27.8,30.2,3.44
"Monday, May 29, 2017",34.4,27.9,30,21.27
"Tuesday, May 30, 2017",30.2,26,27.6,5.32
"Wednesday, May 31, 2017",34,25.9,28.9,19.09
"Thursday, June 1, 2017",30,25.8,26.7,8.03
"Friday, June 2, 2017",33,24.9,27.8,10.11
"Saturday, June 3, 2017",34.4,24.8,30.3,21.97
"Sunday, June 4, 2017",33.2,27,30,4.74
"Monday, June 5, 2017",31.7,25,27.2,5.48
"Tuesday, June 6, 2017",35,24,29.6,3.27
"Wednesday, June 7, 2017",35.1,28,31.6,1.15
"Thursday, June 8, 2017",34.7,26.3,30.2,0.13
"Friday, June 9, 2017",33,27,29.5,0.52
"Saturday, June 10, 2017",36,27,31,0
"Sunday, June 11, 2017",32,25,28.6,12.95
"Monday, June 12, 2017",26.4,25,25.6,175.58
"Tuesday, June 13, 2017",32,25,28.5,16.29
"Wednesday, June 14, 2017",33,26,28.8,0
"Thursday, June 15, 2017",33,26,29.3,0
"Friday, June 16, 2017",29,25,26.9,0
"Saturday, June 17, 2017",32,26,28,0
"Sunday, June 18, 2017",33,27,28.9,0
"Monday, June 19, 2017",29.3,23.6,25.8,65.4
"Tuesday, June 20, 2017",32,24.9,28,0.03
"Wednesday, June 21, 2017",31.1,26.8,28.5,1.2
"Thursday, June 22, 2017",31.7,27,29,0.23
"Friday, June 23, 2017",34,27,30,0
"Saturday, June 24, 2017",35.9,28,30.6,0.08
"Sunday, June 25, 2017",32.4,27,29.7,2.71
"Monday, June 26, 2017",32.3,27,29.9,1.04
"Tuesday, June 27, 2017",33,28,30,0.14
"Wednesday, June 28, 2017",32.4,28,29.7,0.14
"Thursday, June 29, 2017",33,28,29.7,8.77
"Friday, June 30, 2017",32.2,27,29.4,6.38
"Saturday, July 1, 2017",32,27.7,29.1,12.29
"Sunday, July 2, 2017",31.1,27,28.3,6.6
"Monday, July 3, 2017",29.5,26.9,27.8,50.75
"Tuesday, July 4, 2017",29.1,25.6,27.7,25.82
"Wednesday, July 5, 2017",29.1,26,27.3,0
"Thursday, July 6, 2017",32,27,29,0
"Friday, July 7, 2017",31.1,27,28.6,0
"Saturday, July 8, 2017",32,28,29.1,0
"Sunday, July 9, 2017",33,28,29.4,0
"Monday, July 10, 2017",29,27,27.9,0
"Tuesday, July 11, 2017",29,26,26.9,37.58
"Wednesday, July 12, 2017",31,25,27.7,90.19
"Thursday, July 13, 2017",32,26,28.6,17.67
"Friday, July 14, 2017",33,27,29.6,3.31
"Saturday, July 15, 2017",34,27,30.6,0
"Sunday, July 16, 2017",35.3,28,31.3,0.06
"Monday, July 17, 2017",34.4,27,31,10.47
"Tuesday, July 18, 2017",34,27.4,30.5,5.77
"Wednesday, July 19, 2017",29,26,27.5,11.52
"Thursday, July 20, 2017",28,25,26.8,67.79
"Friday, July 21, 2017",29,25,27.4,16.22
"Saturday, July 22, 2017",32.2,27,28.8,2.35
"Sunday, July 23, 2017",32,26.5,28,23.37
"Monday, July 24, 2017",28,26,26.9,61.5
"Tuesday, July 25, 2017",28,25,26.2,63.28
"Wednesday, July 26, 2017",29,25.3,26.7,69.9
"Thursday, July 27, 2017",33,27,29.5,2.73
"Friday, July 28, 2017",34.5,27,30.5,0
"Saturday, July 29, 2017",31.8,26,29,11.09
"Sunday, July 30, 2017",33,27,28.7,17.67
"Monday, July 31, 2017",34,20,29,0.83
"Tuesday, August 1, 2017",33,27,30,0.49
"Wednesday, August 2, 2017",32.1,27,28.4,54.71
"Thursday, August 3, 2017",32.6,27,28.6,123.84
"Friday, August 4, 2017",33.2,27,29.4,1.86
"Saturday, August 5, 2017",33,28,29.8,0.02
"Sunday, August 6, 2017",31.4,27,29.4,11.71
"Monday, August 7, 2017",32,26,29.3,20.37
"Tuesday, August 8, 2017",33.7,27.9,30.2,0.84
"Wednesday, August 9, 2017",34,28,30.3,1.45
"Thursday, August 10, 2017",33,28,29.5,1.16
"Friday, August 11, 2017",30,27,27.9,30.76
"Saturday, August 12, 2017",28.6,25.9,26.9,62.44
"Sunday, August 13, 2017",33,26,28.1,5.37
"Monday, August 14, 2017",30.3,26,27.8,19.73
"Tuesday, August 15, 2017",32,27,28.3,44.62
"Wednesday, August 16, 2017",30,26,27.8,17.82
"Thursday, August 17, 2017",32.2,27,29.3,0.75
"Friday, August 18, 2017",33,28,29.4,0
"Saturday, August 19, 2017",34,26,29.8,0.2
"Sunday, August 20, 2017",34,27,30.4,0.08
"Monday, August 21, 2017",34,27.1,29.5,17
"Tuesday, August 22, 2017",32,26,29,87.13
"Wednesday, August 23, 2017",32.1,25.9,28.2,146.35
"Thursday, August 24, 2017",33,27,29.4,1.2
"Friday, August 25, 2017",33,27,29.7,26.94
"Saturday, August 26, 2017",33,27.1,29.9,0.29
"Sunday, August 27, 2017",33,25.8,28.9,47.17
"Monday, August 28, 2017",32,27,29,1.43
"Tuesday, August 29, 2017",32.9,27,29.1,8.37
"Wednesday, August 30, 2017",33,27,29.7,0.25
"Thursday, August 31, 2017",30.1,26.5,28.2,48.31
"Friday, September 1, 2017",32,27.4,29.2,11.75
"Saturday, September 2, 2017",32.2,27,28.8,0.48
"Sunday, September 3, 2017",34.1,27.2,29.7,3.14
"Monday, September 4, 2017",35,27,30.3,0.71
"Tuesday, September 5, 2017",35,27.8,30.5,0.03
"Wednesday, September 6, 2017",33.4,28,30,0.45
"Thursday, September 7, 2017",33.1,28,29.8,0
"Friday, September 8, 2017",35,28,30.5,0
"Saturday, September 9, 2017",34,28,29.8,16.2
"Sunday, September 10, 2017",32,25,27.7,53.68
"Monday, September 11, 2017",27,24.9,26,99.37
"Tuesday, September 12, 2017",32,25.8,28.4,7.68
"Wednesday, September 13, 2017",33,27,29.1,7.26
"Thursday, September 14, 2017",33,27,29.8,0
"Friday, September 15, 2017",35,27,29.8,0
"Saturday, September 16, 2017",35.1,27.4,31.1,0
"Sunday, September 17, 2017",32.1,26,29.1,0.44
"Monday, September 18, 2017",34,26,29.2,12.1
"Tuesday, September 19, 2017",31,26,27.7,35.74
"Wednesday, September 20, 2017",30.2,26,28,39.96
"Thursday, September 21, 2017",32,26.9,28.9,2.51
"Friday, September 22, 2017",34.4,27.4,30.4,0
"Saturday, September 23, 2017",34.4,28,30.6,0
"Sunday, September 24, 2017",34.1,28,31.1,0
"Monday, September 25, 2017",35,28,30.3,2.93
"Tuesday, September 26, 2017",32.9,28,30,3.14
"Wednesday, September 27, 2017",32,28,29.4,3.25
"Thursday, September 28, 2017",33,26,28.7,49.42
"Friday, September 29, 2017",28,25,26.5,61.06
"Saturday, September 30, 2017",32,26,27.9,29.79
"Sunday, October 1, 2017",31.6,25,27.1,24.39
"Monday, October 2, 2017",33,26,28.5,0.88
"Tuesday, October 3, 2017",34.2,26,29,23.7
"Wednesday, October 4, 2017",34.7,26.9,30.3,0
"Thursday, October 5, 2017",35,27.2,30.5,0
"Friday, October 6, 2017",34.1,27.9,29.4,4.78
"Saturday, October 7, 2017",32,27,28.4,2.4
"Sunday, October 8, 2017",31,26,28.1,1.88
"Monday, October 9, 2017",29,26,27.3,11.75
"Tuesday, October 10, 2017",33,25.8,29.1,0.26
"Wednesday, October 11, 2017",34.1,26.7,30,0
"Thursday, October 12, 2017",34.3,27,30,0
"Friday, October 13, 2017",34,27,30.4,0
"Saturday, October 14, 2017",34,27,30.3,0.01
"Sunday, October 15, 2017",34,26,29.5,0.51
"Monday, October 16, 2017",33,27,29.5,0
"Tuesday, October 17, 2017",33,26,30.1,0
"Wednesday, October 18, 2017",34,27.6,29.7,0.57
"Thursday, October 19, 2017",31,24.8,27.5,29.29
"Friday, October 20, 2017",26,24,24.9,107.35
"Saturday, October 21, 2017",25.1,24,24.5,167.37
"Sunday, October 22, 2017",29,22,25,1.82
"Monday, October 23, 2017",32,23.7,27.5,0
"Tuesday, October 24, 2017",32,24,27.5,0
"Wednesday, October 25, 2017",30,24,26.9,0
"Thursday, October 26, 2017",32,25,27,0
"Friday, October 27, 2017",31,24,26.4,0
"Saturday, October 28, 2017",30.4,23.1,26.1,0
"Sunday, October 29, 2017",30,21.2,26,0
"Monday, October 30, 2017",26,21,22.9,0.57
"Tuesday, October 31, 2017",28,19.7,23.7,0.06
"Wednesday, November 1, 2017",29,20.6,24.7,0
"Thursday, November 2, 2017",31,21.6,26.1,0
"Friday, November 3, 2017",31.1,21.2,26.5,0
"Saturday, November 4, 2017",33,22.4,27,0
"Sunday, November 5, 2017",32.4,23.2,27.3,0
"Monday, November 6, 2017",33,22,26.9,0
"Tuesday, November 7, 2017",32.2,22,26.9,0
"Wednesday, November 8, 2017",32,22.1,26.7,0
"Thursday, November 9, 2017",31,21.7,25.8,0
"Friday, November 10, 2017",30.1,21.5,25.8,0
"Saturday, November 11, 2017",31,20.7,25.9,0
"Sunday, November 12, 2017",31.2,20.8,26.1,0
"Monday, November 13, 2017",32,22.4,26.9,0
"Tuesday, November 14, 2017",30,22.3,26.3,0
"Wednesday, November 15, 2017",26.6,21.6,24.1,2.11
"Thursday, November 16, 2017",25,21,22.6,4.04
"Friday, November 17, 2017",29,22,25.6,2.23
"Saturday, November 18, 2017",31,24,26.7,0.11
"Sunday, November 19, 2017",32,23.1,26.4,0
"Monday, November 20, 2017",30.6,21.7,25.9,0
"Tuesday, November 21, 2017",29,20,24.2,0
"Wednesday, November 22, 2017",28,17.8,22.9,0
"Thursday, November 23, 2017",28,17,22.4,0
"Friday, November 24, 2017",28,18.8,23,0
"Saturday, November 25, 2017",28.9,19,22.8,0
"Sunday, November 26, 2017",29,17.9,22.4,0
"Monday, November 27, 2017",29,18,23.3,0
"Tuesday, November 28, 2017",28,18.7,22.6,0
"Wednesday, November 29, 2017",27.1,18,21.6,0
"Thursday, November 30, 2017",28,18,22.2,0
"Friday, December 1, 2017",29,16.9,21.9,0
"Saturday, December 2, 2017",29,17,22.6,0
"Sunday, December 3, 2017",29,17.8,22.8,0
"Monday, December 4, 2017",28,17.3,22.1,0
"Tuesday, December 5, 2017",28,17,21.6,0
"Wednesday, December 6, 2017",27.9,16.8,21.6,0
"Thursday, December 7, 2017",28.3,17,22.6,0
"Friday, December 8, 2017",25.2,20,22.8,0
"Saturday, December 9, 2017",23,18.9,21.7,10.15
"Sunday, December 10, 2017",24,21,22.2,40.86
"Monday, December 11, 2017",25,21.8,23.1,2.86
"Tuesday, December 12, 2017",28.2,20.9,24.2,0.23
"Wednesday, December 13, 2017",28,19.4,23.6,0
"Thursday, December 14, 2017",29,19,22.9,0
"Friday, December 15, 2017",26.9,17,21.2,0
"Saturday, December 16, 2017",26,14.9,20.1,0
"Sunday, December 17, 2017",25,15.9,20.2,0
"Monday, December 18, 2017",25,18,20.7,0
"Tuesday, December 19, 2017",22,17,19,0
"Wednesday, December 20, 2017",25.1,16.4,19.5,0
"Thursday, December 21, 2017",25.7,16,19.7,0
"Friday, December 22, 2017",27,16.9,21.3,0
"Saturday, December 23, 2017",26,17,21.4,0
"Sunday, December 24, 2017",28,17,21.5,0
"Monday, December 25, 2017",26.1,17,21,0
"Tuesday, December 26, 2017",27,17,21.4,0
"Wednesday, December 27, 2017",27,16.8,21.2,0
"Thursday, December 28, 2017",26,16.9,20.1,0
"Friday, December 29, 2017",28,15.6,20.5,0
"Saturday, December 30, 2017",29,16.6,21.6,0
"Sunday, December 31, 2017",29,15,21.2,0
"Monday, January 1, 2018",26,15,20.3,0
"Tuesday, January 2, 2018",27,17,21.1,0
"Wednesday, January 3, 2018",26,15,19.2,0
"Thursday, January 4, 2018",22,12.7,15.9,0
"Friday, January 5, 2018",21.7,11,15.4,0
"Saturday, January 6, 2018",24,12,17.2,0
"Sunday, January 7, 2018",21,10.4,14.9,0
"Monday, January 8, 2018",19,9,12.8,0
"Tuesday, January 9, 2018",24,9,15.3,0
"Wednesday, January 10, 2018",21,11,15,0
"Thursday, January 11, 2018",19,10,14.1,0
"Friday, January 12, 2018",21,11,15,0
"Saturday, January 13, 2018",22,11.9,15.7,0
"Sunday, January 14, 2018",19,13,14.8,0
"Monday, January 15, 2018",21.7,11.4,15.3,0
"Tuesday, January 16, 2018",25,12,17.6,0
"Wednesday, January 17, 2018",26,13,18.7,0
