datetime,tempmax,tempmin,temp,precip
"Thursday, January 18, 2018",27,14,19.8,0
"Friday, January 19, 2018",27,14,19.7,0
"Saturday, January 20, 2018",25,13,18.5,0
"Sunday, January 21, 2018",25,12,18.3,0
"Monday, January 22, 2018",26,13,18.3,0
"Tuesday, January 23, 2018",28,15,20.3,0
"Wednesday, January 24, 2018",28,14,19.6,0
"Thursday, January 25, 2018",26,16,19.9,0
"Friday, January 26, 2018",27,14,19.8,0
"Saturday, January 27, 2018",23,14.7,18,0
"Sunday, January 28, 2018",25,12.4,17.9,0
"Monday, January 29, 2018",25,12.2,18,0
"Tuesday, January 30, 2018",26,12.9,18.3,0
"Wednesday, January 31, 2018",26,13.9,19.2,0
"Thursday, February 1, 2018",26,14.9,19.9,0
"Friday, February 2, 2018",26,16,20.2,0
"Saturday, February 3, 2018",26,16,20.3,0
"Sunday, February 4, 2018",28,16,21.2,0
"Monday, February 5, 2018",28,21,23.2,0
"Tuesday, February 6, 2018",29,19,22.8,0
"Wednesday, February 7, 2018",29,16,21.7,0
"Thursday, February 8, 2018",28.2,18,22.5,0
"Friday, February 9, 2018",28,17,22.2,0
"Saturday, February 10, 2018",29,20.7,23.6,0.03
"Sunday, February 11, 2018",29,18,23,0
"Monday, February 12, 2018",31,16.6,22.9,0
"Tuesday, February 13, 2018",30,18,23.3,0
"Wednesday, February 14, 2018",29,18,23,0
"Thursday, February 15, 2018",28,18,22.6,0
"Friday, February 16, 2018",31,17,22.8,0
"Saturday, February 17, 2018",30,17,22.3,0
"Sunday, February 18, 2018",29.2,16.9,22.5,0
"Monday, February 19, 2018",30,17,23.2,0
"Tuesday, February 20, 2018",32,19,24.8,0
"Wednesday, February 21, 2018",32.1,20.1,25.4,0
"Thursday, February 22, 2018",33.1,20.2,25.8,0
"Friday, February 23, 2018",32.8,19.7,25.3,0
"Saturday, February 24, 2018",33,21,26.3,0
"Sunday, February 25, 2018",34,20.9,26.8,0
"Monday, February 26, 2018",31,19.6,25,9.5
"Tuesday, February 27, 2018",32,19.6,25.1,13.37
"Wednesday, February 28, 2018",32,20.9,26.2,0
"Thursday, March 1, 2018",32,20.6,26.2,0
"Friday, March 2, 2018",33.1,21.4,27,0
"Saturday, March 3, 2018",35,22,27.7,0
"Sunday, March 4, 2018",36,23.4,28.5,0
"Monday, March 5, 2018",34,24,28.1,0
"Tuesday, March 6, 2018",34,22,28.1,0
"Wednesday, March 7, 2018",33,22,27.2,0
"Thursday, March 8, 2018",32,18.4,25.9,0
"Friday, March 9, 2018",32.3,20,25.8,0
"Saturday, March 10, 2018",33,19.7,25.7,0
"Sunday, March 11, 2018",34,19.5,26.3,0
"Monday, March 12, 2018",35,20,27,0
"Tuesday, March 13, 2018",35,22,27.4,0
"Wednesday, March 14, 2018",35,21,26.6,0
"Thursday, March 15, 2018",34.2,23.7,28,0
"Friday, March 16, 2018",32,24.9,28.1,0.39
"Saturday, March 17, 2018",34,24,28.3,0.01
"Sunday, March 18, 2018",36,23,28,0
"Monday, March 19, 2018",36,23,27.9,0
"Tuesday, March 20, 2018",34.1,21.4,27.8,0
"Wednesday, March 21, 2018",35,21.8,27.8,0
"Thursday, March 22, 2018",34,22.9,28,0
"Friday, March 23, 2018",36,23,28.8,0
"Saturday, March 24, 2018",35,25,29.2,0
"Sunday, March 25, 2018",34.4,19.3,28.8,0
"Monday, March 26, 2018",33.1,24,27.4,1.66
"Tuesday, March 27, 2018",33,22,27,0.07
"Wednesday, March 28, 2018",34,24,28.6,0
"Thursday, March 29, 2018",34,25,29.2,0.04
"Friday, March 30, 2018",33.5,21,26.2,0.19
"Saturday, March 31, 2018",29,18,23.4,28.87
"Sunday, April 1, 2018",35,20.9,27.7,0
"Monday, April 2, 2018",30,21.3,26,0
"Tuesday, April 3, 2018",36,24,28.6,0
"Wednesday, April 4, 2018",35,22.4,27.5,0
"Thursday, April 5, 2018",33.4,23.4,27.8,0.17
"Friday, April 6, 2018",30.1,22,26,0.24
"Saturday, April 7, 2018",32,23,27.2,2.69
"Sunday, April 8, 2018",33,22.9,25.8,5.17
"Monday, April 9, 2018",34,23,28.1,0
"Tuesday, April 10, 2018",33.5,24,28.2,0.03
"Wednesday, April 11, 2018",34,24,28.2,0
"Thursday, April 12, 2018",34,19,27.1,7.64
"Friday, April 13, 2018",34,22.5,28.2,5.22
"Saturday, April 14, 2018",34,21,27.5,41.01
"Sunday, April 15, 2018",34,22,28.1,11.62
"Monday, April 16, 2018",35,25,29.4,0
"Tuesday, April 17, 2018",31,23,25.6,27.23
"Wednesday, April 18, 2018",33,21.7,27.6,41.27
"Thursday, April 19, 2018",32,22.9,26.9,23.81
"Friday, April 20, 2018",33.1,23,27.7,18.69
"Saturday, April 21, 2018",32,24,26.7,11.89
"Sunday, April 22, 2018",34,24,28.1,5.78
"Monday, April 23, 2018",34.4,24,28.9,5.6
"Tuesday, April 24, 2018",34,26.5,30,0
"Wednesday, April 25, 2018",34,21,28.5,0
"Thursday, April 26, 2018",32.4,21.2,26.4,24.83
"Friday, April 27, 2018",31,21,26.5,62.22
"Saturday, April 28, 2018",34,24,29.2,0
"Sunday, April 29, 2018",27.4,20.8,23.9,73.38
"Monday, April 30, 2018",28,21.7,23.2,42.77
"Tuesday, May 1, 2018",32.3,22,26.5,0
"Wednesday, May 2, 2018",32.6,21.6,25.7,5.99
"Thursday, May 3, 2018",33,21,26,0.14
"Friday, May 4, 2018",30.7,23,25.6,18.03
"Saturday, May 5, 2018",31.8,23,26.4,23.09
"Sunday, May 6, 2018",32.9,24.5,28.4,5.98
"Monday, May 7, 2018",29.1,21.9,27.2,4.09
"Tuesday, May 8, 2018",33,27,29.4,0.07
"Wednesday, May 9, 2018",32,25,28.3,13.4
"Thursday, May 10, 2018",29,22.4,25.5,15.18
"Friday, May 11, 2018",31,22.6,25.9,1.3
"Saturday, May 12, 2018",32.1,21.6,27.1,3.62
"Sunday, May 13, 2018",32.6,22,26.8,40.53
"Monday, May 14, 2018",33,23,27.7,0.23
"Tuesday, May 15, 2018",33.8,24.9,28.5,0
"Wednesday, May 16, 2018",27,21,24.3,28.15
"Thursday, May 17, 2018",32,23,26.8,4.61
"Friday, May 18, 2018",30,23.8,26.2,26.79
"Saturday, May 19, 2018",32,24,27.3,0
"Sunday, May 20, 2018",30,23,26.7,0
"Monday, May 21, 2018",31,24,26.6,0
"Tuesday, May 22, 2018",30,25,27.1,0
"Wednesday, May 23, 2018",30,25.1,26.5,59.24
"Thursday, May 24, 2018",32,25,28.4,0.67
"Friday, May 25, 2018",33.4,26,29.1,18.1
"Saturday, May 26, 2018",34.1,26,29.8,14.17
"Sunday, May 27, 2018",35.2,28,31.4,0
"Monday, May 28, 2018",34.4,28,30.7,0
"Tuesday, May 29, 2018",34,24,29.7,0.01
"Wednesday, May 30, 2018",36,27,30.7,1
"Thursday, May 31, 2018",27.7,24,26.1,87.09
"Friday, June 1, 2018",32,25,26.7,3.16
"Saturday, June 2, 2018",33,25,28.1,1.67
"Sunday, June 3, 2018",33.5,25.3,27.9,44.6
"Monday, June 4, 2018",33.1,26,28.8,21.14
"Tuesday, June 5, 2018",34.1,25,29.8,12.86
"Wednesday, June 6, 2018",35,27,30.4,6.4
"Thursday, June 7, 2018",34.1,28,30.8,0.03
"Friday, June 8, 2018",33.1,26,29.8,0.99
"Saturday, June 9, 2018",35.1,27.8,30.8,0.05
"Sunday, June 10, 2018",34,23.8,28.6,27.73
"Monday, June 11, 2018",32,26,28.6,1.42
"Tuesday, June 12, 2018",34,26,28.5,54.2
"Wednesday, June 13, 2018",31.6,25,28.5,3.04
"Thursday, June 14, 2018",35.4,28,31.2,0
"Friday, June 15, 2018",33.7,28,30.2,0.19
"Saturday, June 16, 2018",31,25,27.6,11.05
"Sunday, June 17, 2018",35,26.8,30.3,0.03
"Monday, June 18, 2018",35,25.6,30.3,13.7
"Tuesday, June 19, 2018",30.1,24.7,27.4,13.24
"Wednesday, June 20, 2018",34.2,25.7,29.7,0.18
"Thursday, June 21, 2018",34.1,28,30.8,1.57
"Friday, June 22, 2018",33.8,28,30.6,0.22
"Saturday, June 23, 2018",30,26,28.4,70.98
"Sunday, June 24, 2018",32,27,29.3,0.3
"Monday, June 25, 2018",31.1,26.9,28.6,30.19
"Tuesday, June 26, 2018",34,26.9,29.6,29.99
"Wednesday, June 27, 2018",32,26.8,28.8,9.8
"Thursday, June 28, 2018",32,25.8,28.8,15.11
"Friday, June 29, 2018",33.1,27.3,29.9,0.98
"Saturday, June 30, 2018",33,28,30,0.15
"Sunday, July 1, 2018",33.1,28,30.2,1.09
"Monday, July 2, 2018",33,26.9,29.4,1.44
"Tuesday, July 3, 2018",30,26.1,27.9,59.48
"Wednesday, July 4, 2018",32,25.8,27.5,14.15
"Thursday, July 5, 2018",33,26.8,29.5,3.07
"Friday, July 6, 2018",33.7,27,30.1,0.01
"Saturday, July 7, 2018",34,27,30.4,0
"Sunday, July 8, 2018",33,27,29.5,3.04
"Monday, July 9, 2018",31,27,29.1,1.88
"Tuesday, July 10, 2018",32.2,27.6,29.6,0.46
"Wednesday, July 11, 2018",34,28,30,0.12
"Thursday, July 12, 2018",32.4,27,29.8,19.63
"Friday, July 13, 2018",33.7,28,30.4,0.02
"Saturday, July 14, 2018",34.7,27,30.9,0.96
"Sunday, July 15, 2018",33.1,28,30.4,0.69
"Monday, July 16, 2018",33.4,27,29.6,1.26
"Tuesday, July 17, 2018",31.1,26,28.7,28.65
"Wednesday, July 18, 2018",34,28,30.6,0.79
"Thursday, July 19, 2018",37.1,28,32.6,0
"Friday, July 20, 2018",35.3,28.2,31.1,3.38
"Saturday, July 21, 2018",31,28,29,1.5
"Sunday, July 22, 2018",31.3,26.9,29.2,31.25
"Monday, July 23, 2018",32.4,24.9,27.7,52.34
"Tuesday, July 24, 2018",31,26,27.2,82.24
"Wednesday, July 25, 2018",30,26,27.4,70.76
"Thursday, July 26, 2018",28.4,26.9,27.2,26.64
"Friday, July 27, 2018",29,26.6,27.8,9.29
"Saturday, July 28, 2018",30,26.6,27.8,9.31
"Sunday, July 29, 2018",32,26,28.6,3.1
"Monday, July 30, 2018",32,27.4,29.4,5.42
"Tuesday, July 31, 2018",32.8,27,29.2,4.29
"Wednesday, August 1, 2018",32,26.9,28.5,33.87
"Thursday, August 2, 2018",30.3,26.9,27.7,10.65
"Friday, August 3, 2018",32,25.9,28.5,14.12
"Saturday, August 4, 2018",31,27,28.7,6.2
"Sunday, August 5, 2018",31,28,29,3.67
"Monday, August 6, 2018",34.4,26,29.7,37.64
"Tuesday, August 7, 2018",33.2,27.5,29.8,3.47
"Wednesday, August 8, 2018",32.1,27.8,29.7,0.02
"Thursday, August 9, 2018",33,27,29.7,1.96
"Friday, August 10, 2018",34,27.7,30.6,0.09
"Saturday, August 11, 2018",34,28,30.6,0.03
"Sunday, August 12, 2018",33,28,29.6,8.43
"Monday, August 13, 2018",34,27.8,30.6,0.04
"Tuesday, August 14, 2018",35.7,28,31.1,5.76
"Wednesday, August 15, 2018",34.4,28,31,1.66
"Thursday, August 16, 2018",34.2,27,30.8,0.6
"Friday, August 17, 2018",34,27.8,30.5,1.37
"Saturday, August 18, 2018",36,27.8,31.6,4.11
"Sunday, August 19, 2018",33,28,30.3,20.3
"Monday, August 20, 2018",33,28,29.7,0.48
"Tuesday, August 21, 2018",33.1,26.8,29,12.59
"Wednesday, August 22, 2018",32.4,26.7,29.5,23.54
"Thursday, August 23, 2018",31.1,28,29.2,7.79
"Friday, August 24, 2018",32.1,27.8,29.4,0.47
"Saturday, August 25, 2018",33.5,27,30,3.37
"Sunday, August 26, 2018",34,27.2,30.3,2.87
"Monday, August 27, 2018",32,20,29.4,2.45
"Tuesday, August 28, 2018",33,27.8,29.6,1.24
"Wednesday, August 29, 2018",32,27.9,29.2,0.93
"Thursday, August 30, 2018",34,27,29.7,3.66
"Friday, August 31, 2018",34,28,30.4,2.2
"Saturday, September 1, 2018",34,28,30.2,1.69
"Sunday, September 2, 2018",31.2,26,28.4,15.13
"Monday, September 3, 2018",33,27.7,29.7,16.33
"Tuesday, September 4, 2018",34,27,29.5,0.42
"Wednesday, September 5, 2018",34,27,30,2.07
"Thursday, September 6, 2018",33,26.6,29.5,0.48
"Friday, September 7, 2018",32,26.9,29.2,0.29
"Saturday, September 8, 2018",34.2,27.4,30.2,0.04
"Sunday, September 9, 2018",35,27,30.6,0.31
"Monday, September 10, 2018",34,27.9,30.2,17
"Tuesday, September 11, 2018",35,27.8,29.6,2.34
"Wednesday, September 12, 2018",35,27,29.6,14.56
"Thursday, September 13, 2018",30,24,27.7,7.66
"Friday, September 14, 2018",33.4,27,29.1,1.08
"Saturday, September 15, 2018",35,26.6,30.2,0
"Sunday, September 16, 2018",35,28,30.7,0
"Monday, September 17, 2018",36,27.9,31.4,0
"Tuesday, September 18, 2018",37,28,31.4,0
"Wednesday, September 19, 2018",36.4,28.9,32.1,5.24
"Thursday, September 20, 2018",33.1,25,29,24.27
"Friday, September 21, 2018",32,25.5,28.2,8.74
"Saturday, September 22, 2018",33,26,28.8,0
"Sunday, September 23, 2018",34,27,30.2,2.6
"Monday, September 24, 2018",34,26.9,30.5,0
"Tuesday, September 25, 2018",34,28,30.2,0
"Wednesday, September 26, 2018",33.4,28,30.2,0.04
"Thursday, September 27, 2018",34,26.8,28.6,1.8
"Friday, September 28, 2018",35.1,26.9,30.5,0.23
"Saturday, September 29, 2018",35,28,30.8,0.01
"Sunday, September 30, 2018",36,28.4,31.6,0
"Monday, October 1, 2018",36,27.9,31.2,0
"Tuesday, October 2, 2018",36,24.9,30.8,0
"Wednesday, October 3, 2018",36,27.2,31.2,0
"Thursday, October 4, 2018",33,26.9,29.2,0
"Friday, October 5, 2018",35,26.9,29.6,0
"Saturday, October 6, 2018",33,26,29.3,0
"Sunday, October 7, 2018",35,25.1,29.6,0
"Monday, October 8, 2018",35,25.6,29.8,0
"Tuesday, October 9, 2018",33,26,28.9,0
"Wednesday, October 10, 2018",28.1,24.9,26.2,0.42
"Thursday, October 11, 2018",27,24.6,25.4,2.16
"Friday, October 12, 2018",26.1,24,25.1,35.51
"Saturday, October 13, 2018",27,23.8,24.9,28.79
"Sunday, October 14, 2018",30,22.8,25.7,10.82
"Monday, October 15, 2018",32,23.1,27.3,0
"Tuesday, October 16, 2018",32.2,23.1,27.5,0
"Wednesday, October 17, 2018",32,22.9,27.3,0
"Thursday, October 18, 2018",33,23.7,27.6,0
"Friday, October 19, 2018",33.2,23.7,28,48.09
"Saturday, October 20, 2018",33,24,28.2,0
"Sunday, October 21, 2018",32.4,23.1,27.9,0
"Monday, October 22, 2018",33,23.6,28.2,0
"Tuesday, October 23, 2018",32,23.9,27.9,0
"Wednesday, October 24, 2018",32,22.9,27.8,0
"Thursday, October 25, 2018",32,24,27.3,0
"Friday, October 26, 2018",31.4,21.5,26.4,0.83
"Saturday, October 27, 2018",33,22.9,27.5,0
"Sunday, October 28, 2018",26,22.4,24.4,0.42
"Monday, October 29, 2018",26,21.6,24,3.59
"Tuesday, October 30, 2018",30,22.4,25.9,1
"Wednesday, October 31, 2018",32,23.6,27.3,0.36
"Thursday, November 1, 2018",33,23,27.8,0
"Friday, November 2, 2018",32,24,27.8,0
"Saturday, November 3, 2018",33,24,27.8,0
"Sunday, November 4, 2018",32,24,27.5,0
"Monday, November 5, 2018",32,22,26.7,0
"Tuesday, November 6, 2018",31,23,26.3,0
"Wednesday, November 7, 2018",29.2,22,24.9,0
"Thursday, November 8, 2018",30,22,25.4,0
"Friday, November 9, 2018",30,19.8,24,0
"Saturday, November 10, 2018",28.1,19.2,23.8,0
"Sunday, November 11, 2018",30,19.5,24.2,0
"Monday, November 12, 2018",30,19.4,24.6,0
"Tuesday, November 13, 2018",30,19.9,24.6,0
"Wednesday, November 14, 2018",29.1,19.6,24.4,0
"Thursday, November 15, 2018",30.1,20.1,24.7,0
"Friday, November 16, 2018",32,22.1,25.7,0
"Saturday, November 17, 2018",30,22,25.6,0
"Sunday, November 18, 2018",29.4,20.4,24,0
"Monday, November 19, 2018",29.1,18.9,23.4,0
"Tuesday, November 20, 2018",28,17.8,23.4,0
"Wednesday, November 21, 2018",29,19.4,23.9,0
"Thursday, November 22, 2018",29,18,23.5,0
"Friday, November 23, 2018",29,19,23.4,0
"Saturday, November 24, 2018",29,18.2,23.2,0
"Sunday, November 25, 2018",28.1,18.8,23.4,0
"Monday, November 26, 2018",30,17.7,23.7,0
"Tuesday, November 27, 2018",31,20,24.8,0
"Wednesday, November 28, 2018",31,19.1,24.8,0
"Thursday, November 29, 2018",30,18,23.7,0
"Friday, November 30, 2018",28,18.2,23.2,0
"Saturday, December 1, 2018",29,19.9,23.2,0
"Sunday, December 2, 2018",29,17.8,22.5,0
"Monday, December 3, 2018",29,17.4,22.5,0
"Tuesday, December 4, 2018",28,16.9,22.3,0
"Wednesday, December 5, 2018",28,17,22.2,0
"Thursday, December 6, 2018",28,18.8,22.3,0
"Friday, December 7, 2018",27,17,21.6,0
"Saturday, December 8, 2018",27,18,21.5,0
"Sunday, December 9, 2018",28,16.7,21.8,0
"Monday, December 10, 2018",28,16.2,21.3,0
"Tuesday, December 11, 2018",28,15.8,21.4,0
"Wednesday, December 12, 2018",29,16.4,21.7,0
"Thursday, December 13, 2018",28,17,22.2,0
"Friday, December 14, 2018",27,19,22.3,0
"Saturday, December 15, 2018",27,17,21.8,0
"Sunday, December 16, 2018",28,20,22.6,0
"Monday, December 17, 2018",24,20,20.8,0
"Tuesday, December 18, 2018",20.1,17,18.8,0
"Wednesday, December 19, 2018",20,16,17.8,0
"Thursday, December 20, 2018",23,15,17.5,0
"Friday, December 21, 2018",25,14,18.8,0
"Saturday, December 22, 2018",25,16,19.8,0
"Sunday, December 23, 2018",26,15,20,0
"Monday, December 24, 2018",26,15,20,0
"Tuesday, December 25, 2018",26,16,19.9,0
"Wednesday, December 26, 2018",25,14,19,0
"Thursday, December 27, 2018",24,14,18.3,0
"Friday, December 28, 2018",24,14,17.9,0
"Saturday, December 29, 2018",24,11,17,0
"Sunday, December 30, 2018",24.1,11,18.1,0
"Monday, December 31, 2018",27,13,19.6,0
"Tuesday, January 1, 2019",27,15,20.6,0
"Wednesday, January 2, 2019",27,14.5,20.6,0
"Thursday, January 3, 2019",26,13.8,19.4,0
"Friday, January 4, 2019",24.9,13.1,18.3,0
"Saturday, January 5, 2019",26.1,12.9,18.5,0
"Sunday, January 6, 2019",27,13.9,19.9,0
"Monday, January 7, 2019",28,13.3,20.9,0
"Tuesday, January 8, 2019",27,13.9,20,0
"Wednesday, January 9, 2019",25.9,14,19.6,0
"Thursday, January 10, 2019",26,14,19.2,0
"Friday, January 11, 2019",26,13,19.2,0
"Saturday, January 12, 2019",27,14,19.7,0
"Sunday, January 13, 2019",27,14.7,20.4,0
"Monday, January 14, 2019",26.4,14.8,20.3,0
"Tuesday, January 15, 2019",26,15,19.8,0
"Wednesday, January 16, 2019",26,14,19.3,0
"Thursday, January 17, 2019",27,15,20,0
"Friday, January 18, 2019",27,15,20.1,0
"Saturday, January 19, 2019",25,15,19.6,0
"Sunday, January 20, 2019",26,16,20.6,0
"Monday, January 21, 2019",26,16,20.4,0
"Tuesday, January 22, 2019",26,15,21,0
"Wednesday, January 23, 2019",28,16,21.5,0
"Thursday, January 24, 2019",28,16.1,21.8,0
"Friday, January 25, 2019",28,19,22.7,0
"Saturday, January 26, 2019",28.1,18,22.3,0
"Sunday, January 27, 2019",28,20,23.3,0
"Monday, January 28, 2019",26,20,22.6,0
"Tuesday, January 29, 2019",24,18,20.9,0
"Wednesday, January 30, 2019",25,14,19.3,0
"Thursday, January 31, 2019",25,14,19.2,0
"Friday, February 1, 2019",28,16,21,0
"Saturday, February 2, 2019",28,16,21.7,0
"Sunday, February 3, 2019",28,16,22.3,0
"Monday, February 4, 2019",28.1,16,22.1,0
"Tuesday, February 5, 2019",27,17,21.3,0
"Wednesday, February 6, 2019",27,16,21.1,0
"Thursday, February 7, 2019",27,17,21.8,0
"Friday, February 8, 2019",29,17,22.9,0
"Saturday, February 9, 2019",26,18,22,0
"Sunday, February 10, 2019",28,18,21.2,0
"Monday, February 11, 2019",28,15,21,0
"Tuesday, February 12, 2019",28,12,21.3,0
"Wednesday, February 13, 2019",29,16,22.6,0
"Thursday, February 14, 2019",30,17,23,0
"Friday, February 15, 2019",30,18,23.8,0
"Saturday, February 16, 2019",26,20,22.8,0
"Sunday, February 17, 2019",26,18,20.5,0
"Monday, February 18, 2019",27,16,21,0
"Tuesday, February 19, 2019",29,17,23.3,0
"Wednesday, February 20, 2019",30,20,24.1,0
"Thursday, February 21, 2019",31,18,23.9,0
"Friday, February 22, 2019",30,18,24,0
"Saturday, February 23, 2019",32,22,26.1,0
"Sunday, February 24, 2019",30,21,25.3,0
"Monday, February 25, 2019",25,19,22,0
"Tuesday, February 26, 2019",26,18,20.8,0
"Wednesday, February 27, 2019",26,18,20.3,0
"Thursday, February 28, 2019",24,19,20.7,0
"Friday, March 1, 2019",27,18,21.8,0
"Saturday, March 2, 2019",27,16,21.5,0
"Sunday, March 3, 2019",28,17,22.3,0
"Monday, March 4, 2019",26,18,22,0
"Tuesday, March 5, 2019",24,19,21.8,0
"Wednesday, March 6, 2019",28,21,23.7,0
"Thursday, March 7, 2019",30,21,24.6,0
"Friday, March 8, 2019",30,19,24.5,0
"Saturday, March 9, 2019",30,17,23.5,0
"Sunday, March 10, 2019",31,19,25,0
"Monday, March 11, 2019",31,22,26.1,0
"Tuesday, March 12, 2019",33,23,27.5,0
"Wednesday, March 13, 2019",33,24,27.9,0
"Thursday, March 14, 2019",33,25,28,0
"Friday, March 15, 2019",32,23,28.2,0
"Saturday, March 16, 2019",34,25,29.1,0
"Sunday, March 17, 2019",34,23,28.3,0
"Monday, March 18, 2019",29,22,25.9,0
"Tuesday, March 19, 2019",32.1,23,25.5,0
"Wednesday, March 20, 2019",33,23,26.6,0
"Thursday, March 21, 2019",33,24,28.1,0
"Friday, March 22, 2019",33,24,28.4,0
"Saturday, March 23, 2019",33,24,28.3,0
"Sunday, March 24, 2019",34,22,27.8,0
"Monday, March 25, 2019",35,22,28.2,0
"Tuesday, March 26, 2019",35,22,28,0
"Wednesday, March 27, 2019",29,22,24.9,0
"Thursday, March 28, 2019",33,21,26.9,0
"Friday, March 29, 2019",34,23,28.3,0
"Saturday, March 30, 2019",33,24,29.1,0
"Sunday, March 31, 2019",33,23,27.8,0
"Monday, April 1, 2019",30,19,24.9,0
"Tuesday, April 2, 2019",32,20,25.5,0
"Wednesday, April 3, 2019",32,20,24.9,0
"Thursday, April 4, 2019",33,23,27.8,0
"Friday, April 5, 2019",29,26,27.5,0
"Saturday, April 6, 2019",32,23,27.5,0
"Sunday, April 7, 2019",29,22,25.4,0
"Monday, April 8, 2019",31,21,25.4,0
"Tuesday, April 9, 2019",32,19,24.2,0
"Wednesday, April 10, 2019",28,20,23.7,0
"Thursday, April 11, 2019",32,24,27.3,0
"Friday, April 12, 2019",33,24,27.4,0
"Saturday, April 13, 2019",34,23,27,0
"Sunday, April 14, 2019",34,22,28,0
"Monday, April 15, 2019",34,27,29.7,0
"Tuesday, April 16, 2019",34,27,30.2,0
"Wednesday, April 17, 2019",35,24,29.8,0
"Thursday, April 18, 2019",33,25,29,0
"Friday, April 19, 2019",35,25,29.7,0
"Saturday, April 20, 2019",35,25,30.2,0
"Sunday, April 21, 2019",35,24,29,0
"Monday, April 22, 2019",34,24,28.6,0
"Tuesday, April 23, 2019",35,25,29.5,0
"Wednesday, April 24, 2019",36,27,30.8,0
"Thursday, April 25, 2019",37,27,32.3,0
"Friday, April 26, 2019",36,27,31.4,0
"Saturday, April 27, 2019",34,27,30.7,0
"Sunday, April 28, 2019",36.1,29,31.6,0
"Monday, April 29, 2019",36,28,31.8,0
"Tuesday, April 30, 2019",36,29,31.8,0
"Wednesday, May 1, 2019",36,28,31.7,0
"Thursday, May 2, 2019",35,29,31.5,0
"Friday, May 3, 2019",32,25,28.3,0
"Saturday, May 4, 2019",28,24,25.4,0
"Sunday, May 5, 2019",34,24,29.2,0
"Monday, May 6, 2019",35,27,30.6,0
"Tuesday, May 7, 2019",35,28,30.8,0
"Wednesday, May 8, 2019",36,28,31,0
"Thursday, May 9, 2019",36,28,31,0
"Friday, May 10, 2019",35,29,31.9,72.79
"Saturday, May 11, 2019",35,29,31.7,68.85
"Sunday, May 12, 2019",35,27,31.3,66.95
"Monday, May 13, 2019",36,27,30.4,70
"Tuesday, May 14, 2019",33,23,28.5,74.53
"Wednesday, May 15, 2019",35,27,30.7,68.69
"Thursday, May 16, 2019",35,26,30.2,68.14
"Friday, May 17, 2019",35,23,29.5,76.86
"Saturday, May 18, 2019",35,24,28.8,74.81
"Sunday, May 19, 2019",34,26,29,76.52
"Monday, May 20, 2019",35,26,30,73
"Tuesday, May 21, 2019",35,27,31,62.67
"Wednesday, May 22, 2019",35,25,30.6,70.23
"Thursday, May 23, 2019",33,23,28.1,75
"Friday, May 24, 2019",33,26,29.2,78.82
"Saturday, May 25, 2019",28,22,26.2,82.17
"Sunday, May 26, 2019",34.9,26,30.4,71.31
"Monday, May 27, 2019",36,28.6,31,75.36
"Tuesday, May 28, 2019",35.9,25,31,68.4
"Wednesday, May 29, 2019",35.7,27.9,31.6,69.35
"Thursday, May 30, 2019",35,28.7,31.9,68.15
"Friday, May 31, 2019",35,26,30.2,67.63
"Saturday, June 1, 2019",32,23,28.4,75.72
"Sunday, June 2, 2019",29.2,23,27.4,80.44
"Monday, June 3, 2019",30,25.5,27.8,81.13
"Tuesday, June 4, 2019",30.4,25.8,28.1,82.73
"Wednesday, June 5, 2019",28,24.6,26.2,88.66
"Thursday, June 6, 2019",34,25,28.3,83.35
"Friday, June 7, 2019",32,25.9,29,79.22
"Saturday, June 8, 2019",33,26.8,29.4,77.82
"Sunday, June 9, 2019",31,27,28.4,83.39
"Monday, June 10, 2019",35.1,27.8,30.6,72.64
"Tuesday, June 11, 2019",35,28,31.2,70.34
"Wednesday, June 12, 2019",36,28,32,71.69
"Thursday, June 13, 2019",35,27.9,31.8,74.72
"Friday, June 14, 2019",32,29.5,30.6,78.92
"Saturday, June 15, 2019",30,26,27.6,83.1
